,Field,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
485,rest,315,"M Qadir, E Quillérou, V Nangia…",Economics of salt‐induced land degradation and restoration,2014,Natural Resources …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1477-8947.12054,"https://scholar.google.com/scholar?cites=9372837703113621977&as_sdt=2005&sciodt=0,5&hl=en",35,2019-09-07 23:54:23,,,,,,,,,315,63,79,4,5
203,rest,4,"X WANG, R WANG, X ZHOU, X XIANG…",Prospect about Remediation Potential of Halophytes Rhizospheric Microorganisms under Salinity Circumstance [J],2007,Chinese Journal of Soil …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-TRTB200705040.htm,"https://scholar.google.com/scholar?cites=10773259142919508245&as_sdt=2005&sciodt=0,5&hl=en",36,2019-09-07 23:54:23,,,,,,,,,4,0.33,1,5,12
442,ag,111,"Y Ventura, M Sagi",Halophyte crop cultivation: the case for Salicornia and Sarcocornia,2013,Environmental and Experimental Botany,Elsevier,https://www.sciencedirect.com/science/article/pii/S0098847212001736,"https://scholar.google.com/scholar?cites=4237553157645530709&as_sdt=2005&sciodt=0,5&hl=en",36,2019-09-07 23:36:05,,,,,,,,,111,18.5,56,2,6
224,rest,6,"L Weishar, I Watt, DA Jones, D Aubrey",Evaluation of arid salt marsh restoration techniques,2008,Protecting the Gulf's Marine …,Springer,https://link.springer.com/chapter/10.1007/978-3-7643-7947-6_16,"https://scholar.google.com/scholar?cites=4982421693574339688&as_sdt=2005&sciodt=0,5&hl=en",37,2019-09-07 23:54:23,,,,,,,,,6,0.55,2,4,11
319,ag,131,HM El Shaer,Halophytes and salt-tolerant plants as potential forage for ruminants in the Near East region,2010,Small Ruminant Research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0921448810000234,"https://scholar.google.com/scholar?cites=2605798646994713009&as_sdt=2005&sciodt=0,5&hl=en",37,2019-09-07 23:36:05,,,,,,,,,131,14.56,131,1,9
225,rest,2,H Lieth,Concepts for different uses of halophytes,2008,Mangroves and Halophytes: Restoration and Utilisation,Springer,https://link.springer.com/chapter/10.1007/978-1-4020-6720-4_1,"https://scholar.google.com/scholar?cites=11615247417272714588&as_sdt=2005&sciodt=0,5&hl=en",38,2019-09-07 23:54:23,,,,,,,,,2,0.18,2,1,11
397,ag,134,RJ Mold,Ecology of halophytes,2012,,books.google.com,https://books.google.com/books?hl=en&lr=&id=sA6qilydg_kC&oi=fnd&pg=PP1&dq=halophyte+agriculture&ots=tYMPHX4Xt2&sig=6vkxS2H7qcSv8Aaczg05vN8S1bo,"https://scholar.google.com/scholar?cites=12473315750428748693&as_sdt=2005&sciodt=0,5&hl=en",38,2019-09-07 23:36:05,BOOK,,,,,,,,134,19.14,134,1,7
179,ag,164,"NB Amor, A Jiménez, W Megdiche, ...",Response of antioxidant systems to NaCl stress in the halophyte Cakile maritima,2006,Physiologia …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-3054.2006.00620.x,"https://scholar.google.com/scholar?cites=5805067469934756683&as_sdt=2005&sciodt=0,5&hl=en",39,2019-09-07 23:36:05,,,,,,,,,164,12.62,41,4,13
486,rest,3,"D Ayyappan, KC Ravindran",Potentiality of Suaeda monoica forsk; a salt marsh halophyte on bioaccumulation of heavy metals from tannery effluent,2014,Int J Mod Res Rev,researchgate.net,https://www.researchgate.net/profile/YOGESH_TRIPATHI/post/Can_Suaeda_maritima_bio-accumulate_heavy_metals/attachment/59d63a88c49f478072ea6b0e/AS%3A273731862106139%401442274170348/download/Bioaccumulation+of+Heavy+Metal.pdf,"https://scholar.google.com/scholar?cites=7976498639055355860&as_sdt=2005&sciodt=0,5&hl=en",39,2019-09-07 23:54:23,PDF,,,,,,,,3,0.6,2,2,5
423,rest,323,S Shabala,Learning from halophytes: physiological basis and strategies to improve abiotic stress tolerance in crops,2013,Annals of botany,academic.oup.com,https://academic.oup.com/aob/article-abstract/112/7/1209/154610,"https://scholar.google.com/scholar?cites=5548990420326486859&as_sdt=2005&sciodt=0,5&hl=en",40,2019-09-07 23:54:23,,,,,,,,,323,53.83,323,1,6
723,ag,17,"GC Nikalje, AK Srivastava, GK Pandey, ...","Halophytes in biosaline agriculture: Mechanism, utilization, and value addition",2018,Land degradation & …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ldr.2819,"https://scholar.google.com/scholar?cites=15277149987538010809&as_sdt=2005&sciodt=0,5&hl=en",40,2019-09-07 23:36:05,,,,,,,,,17,17,4,4,1
559,ag,49,JM Cheeseman,"The evolution of halophytes, glycophytes and crops, and its implications for food security under saline conditions",2015,New Phytologist,Wiley Online Library,https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.13217,"https://scholar.google.com/scholar?cites=2323898025041423014&as_sdt=2005&sciodt=0,5&hl=en",41,2019-09-07 23:36:05,,,,,,,,,49,12.25,49,1,4
635,rest,6,"H Luke, MA Martens, EM Moon, D Smith…","Ecological restoration of a severely degraded coastal acid sulfate soil: A case study of the East Trinity wetland, Queensland",2017,… & restoration,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/emr.12264,"https://scholar.google.com/scholar?cites=8663837780506160396&as_sdt=2005&sciodt=0,5&hl=en",41,2019-09-07 23:54:23,,,,,,,,,6,3,1,5,2
56,ag,32,"RA Zurayk, R Baalbaki",Inula crithmoides: A candidate plant for saline agriculture,1996,Arid Land Research and Management,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/15324989609381436,"https://scholar.google.com/scholar?cites=14329177439859538255&as_sdt=2005&sciodt=0,5&hl=en",42,2019-09-07 23:36:05,,,,,,,,,32,1.39,16,2,23
584,rest,4,"MSI Bhuiyan, A Raman, D Hodgkins…","An ex situ salinity restoration assessment using legume, saltbush, and grass in Australian soil",2016,"CLEAN–Soil, Air …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/clen.201500214,"https://scholar.google.com/scholar?cites=1240687634344278038&as_sdt=2005&sciodt=0,5&hl=en",42,2019-09-07 23:54:23,,,,,,,,,4,1.33,1,4,3
180,ag,43,"Y ZENG, Z CAI, J MA, F ZHANG, ...",Effects of salt and water stress on seed germination of halophytes Kalidium foliatum and Halostachys caspica.[J],2006,Chinese Journal of …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-STXZ200609001.htm,"https://scholar.google.com/scholar?cites=5303653279232942022&as_sdt=2005&sciodt=0,5&hl=en",43,2019-09-07 23:36:05,,,,,,,,,43,3.31,9,5,13
531,rest,12,"MA Öztürk, M Ashraf, A Aksoy, MSA Ahmad…","Plants, pollutants and remediation",2015,,Springer,https://link.springer.com/content/pdf/10.1007/978-94-017-7194-8.pdf,"https://scholar.google.com/scholar?cites=11524061209407514693&as_sdt=2005&sciodt=0,5&hl=en",43,2019-09-07 23:54:23,BOOK,,,,,,,,12,3,2,5,4
106,ag,23,"R Ahmad, MH Chang",Salinity control and environmental protection through halophytes,2002,Journal of Drainage and Water Management …,agris.fao.org,http://agris.fao.org/agris-search/search.do?recordID=PK2004000387,"https://scholar.google.com/scholar?cites=10191737022649161279&as_sdt=2005&sciodt=0,5&hl=en",44,2019-09-07 23:36:05,,,,,,,,,23,1.35,12,2,17
636,rest,21,"S Navarro‐Torre, JM Barcia‐Piedras…",Assessing the role of endophytic bacteria in the halophyte Arthrocnemum macrostachyum salt tolerance,2017,Plant …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/plb.12521,"https://scholar.google.com/scholar?cites=5291115811226574950&as_sdt=2005&sciodt=0,5&hl=en",44,2019-09-07 23:54:23,,,,,,,,,21,10.5,7,3,2
358,ag,88,"Z Abideen, R Ansari, MA Khan",Halophytes: Potential source of ligno-cellulosic biomass for ethanol production,2011,biomass and bioenergy,Elsevier,https://www.sciencedirect.com/science/article/pii/S0961953411000249,"https://scholar.google.com/scholar?cites=5719318556247216958&as_sdt=2005&sciodt=0,5&hl=en",45,2019-09-07 23:36:05,,,,,,,,,88,11,29,3,8
585,rest,9,"KA McSorley, A Rutter, R Cumming, BA Zeeb",Chloride accumulation vs chloride excretion: Phytoextraction potential of three halophytic grass species growing in a salinized landfill,2016,Science of the Total …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0048969716317144,"https://scholar.google.com/scholar?cites=13975178473514442494&as_sdt=2005&sciodt=0,5&hl=en",45,2019-09-07 23:54:23,,,,,,,,,9,3,2,4,3
204,rest,136,"R Reboreda, I Caçador",Halophyte vegetation influences in salt marsh retention capacity for heavy metals,2007,Environmental Pollution,Elsevier,https://www.sciencedirect.com/science/article/pii/S0269749106003769,"https://scholar.google.com/scholar?cites=12602803779775240000&as_sdt=2005&sciodt=0,5&hl=en",46,2019-09-07 23:54:23,,,,,,,,,136,11.33,68,2,12
320,ag,528,"NV Fedoroff, DS Battisti, RN Beachy, PJM Cooper, ...",Radically rethinking agriculture for the 21st century,2010,…,science.sciencemag.org,https://science.sciencemag.org/content/327/5967/833.short,"https://scholar.google.com/scholar?cites=13017358708386700726&as_sdt=2005&sciodt=0,5&hl=en",46,2019-09-07 23:36:05,,,,,,,,,528,58.67,106,5,9
443,ag,26,"R Ahmad, KA Malik",Prospects for saline agriculture,2013,,books.google.com,https://books.google.com/books?hl=en&lr=&id=6s3rCAAAQBAJ&oi=fnd&pg=PR10&dq=halophyte+agriculture&ots=Y0c5TXTBvJ&sig=yA4A2Ok9AG7Qw_vIbi6iPyJ02Ak,"https://scholar.google.com/scholar?cites=11893461561570927637&as_sdt=2005&sciodt=0,5&hl=en",47,2019-09-07 23:36:05,BOOK,,,,,,,,26,4.33,13,2,6
532,rest,90,"S Lutts, I Lefèvre",How can we take advantage of halophyte properties to cope with heavy metal toxicity in salt-affected areas?,2015,Annals of Botany,academic.oup.com,https://academic.oup.com/aob/article-abstract/115/3/509/305987,"https://scholar.google.com/scholar?cites=11446718293673741223&as_sdt=2005&sciodt=0,5&hl=en",47,2019-09-07 23:54:23,,,,,,,,,90,22.5,45,2,4
13,ag,107,"EP Glenn, JW O'Leary",Productivity and irrigation requirements of halophytes grown with seawater in the Sonoran Desert,1985,Journal of Arid Environments,Elsevier,https://www.sciencedirect.com/science/article/pii/S0140196318312734,"https://scholar.google.com/scholar?cites=5897219563984564527&as_sdt=2005&sciodt=0,5&hl=en",48,2019-09-07 23:36:05,,,,,,,,,107,3.15,54,2,34
339,rest,2,"MA Eisa, GA Elgharably, MF Ghoneim, EI Abd…","Phytoremediation of cadmium, lead and nickel from the contaminated soils by halophyte species",2011,Assiut. J. Agric …,researchgate.net,https://www.researchgate.net/profile/Mamdouh_Eissa4/publication/284167967_Phytoremediation_of_Cadmium_Lead_and_Nickel_from_the_Contaminated_Soils_by_Halophyte_Species/links/5805c8c308ae98cb6f2a7fde.pdf,"https://scholar.google.com/scholar?cites=11141829421079796351&as_sdt=2005&sciodt=0,5&hl=en",48,2019-09-07 23:54:23,PDF,,,,,,,,2,0.25,0,5,8
615,ag,17,"R Sharma, S Wungrampha, V Singh, A Pareek, ...",Halophytes as bioenergy crops,2016,Frontiers in plant …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpls.2016.01372,"https://scholar.google.com/scholar?cites=10227877157383265091&as_sdt=2005&sciodt=0,5&hl=en",49,2019-09-07 23:36:05,HTML,,,,,,,,17,5.67,3,5,3
637,rest,2,N Srivastava,Remediation of polluted soils using hyperaccumulator plants,2017,Enhancing Cleanup of Environmental Pollutants,Springer,https://link.springer.com/chapter/10.1007/978-3-319-55426-6_9,"https://scholar.google.com/scholar?cites=11299518903964140607&as_sdt=2005&sciodt=0,5&hl=en",49,2019-09-07 23:54:23,,,,,,,,,2,1,2,1,2
126,ag,21,MF Marcone,"… (Saltwort/Beachwort): a nutritious, halophytic, seed bearings, perennial shrub for cultivation and recovery of otherwise unproductive agricultural land affected by …",2003,Food Research International,Elsevier,https://www.sciencedirect.com/science/article/pii/S0963996902001175,"https://scholar.google.com/scholar?cites=15997561583485094813&as_sdt=2005&sciodt=0,5&hl=en",50,2019-09-07 23:36:05,,,,,,,,,21,1.31,21,1,16
638,rest,10,"F Al Marzooqi, LF Yousef",Biological response of a sandy soil treated with biochar derived from a halophyte (Salicornia bigelovii),2017,Applied soil ecology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0929139316304474,"https://scholar.google.com/scholar?cites=5131717160574794560&as_sdt=2005&sciodt=0,5&hl=en",50,2019-09-07 23:54:23,,,,,,,,,10,5,5,2,2
340,rest,3,"JA Hale, CD Cormack, L Cotsapas…",Relationships between key indicators of environmental condition and degrees of oiling in sediments in salt marsh habitats: a balance between contamination and …,2011,… Oil Spill Conference …,ioscproceedings.org,http://www.ioscproceedings.org/doi/abs/10.7901/2169-3358-2011-1-213,"https://scholar.google.com/scholar?cites=5783865075369694390&as_sdt=2005&sciodt=0,5&hl=en",51,2019-09-07 23:54:23,,,,,,,,,3,0.38,1,4,8
560,ag,192,"TJ Flowers, TD Colmer",Plant salt tolerance: adaptations in halophytes,2015,Annals of botany,academic.oup.com,https://academic.oup.com/aob/article-abstract/115/3/327/306278,"https://scholar.google.com/scholar?cites=11988292424371266687&as_sdt=2005&sciodt=0,5&hl=en",51,2019-09-07 23:36:05,,,,,,,,,192,48,96,2,4
30,rest,99,"E Glenn, V Squires, M Olsen, R Frye",Potential for carbon sequestration in the drylands,1993,… quantification of sinks and sources of …,Springer,https://link.springer.com/chapter/10.1007/978-94-011-1982-5_22,"https://scholar.google.com/scholar?cites=149133623191168583&as_sdt=2005&sciodt=0,5&hl=en",52,2019-09-07 23:54:23,,,,,,,,,99,3.81,25,4,26
561,ag,33,"J Santos, M Al-Azzawi, J Aronson, ...",eHALOPH a database of salt-tolerant plants: helping put halophytes to work,2015,Plant and Cell …,academic.oup.com,https://academic.oup.com/pcp/article-abstract/57/1/e10/2470151,"https://scholar.google.com/scholar?cites=383619194322073280&as_sdt=2005&sciodt=0,5&hl=en",52,2019-09-07 23:36:05,,,,,,,,,33,8.25,8,4,4
47,ag,63,"E Glenn, N Hicks, J Riley, S Swingle",Seawater irrigation of halophytes for animal feed,1995,Enviromental Research …,books.google.com,https://books.google.com/books?hl=en&lr=&id=k_mW2p_KnaYC&oi=fnd&pg=PA221&dq=halophyte+agriculture&ots=q3GGd0A4Kd&sig=Fu09AZbk28mxpu6VP41xwx2JaUA,"https://scholar.google.com/scholar?cites=9247842071956595379&as_sdt=2005&sciodt=0,5&hl=en",53,2019-09-07 23:36:05,,,,,,,,,63,2.63,16,4,24
301,rest,22,"A Debez, B Huchzermeyer, C Abdelly, HW Koyro",Current challenges and future opportunities for a sustainable utilization of halophytes,2010,Sabkha ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-90-481-9673-9_8,"https://scholar.google.com/scholar?cites=14842069493740729334&as_sdt=2005&sciodt=0,5&hl=en",53,2019-09-07 23:54:23,,,,,,,,,22,2.44,6,4,9
82,ag,167,"Y Bashan, M Moreno, E Troyo",Growth promotion of the seawater-irrigated oilseed halophyte Salicornia bigelovii inoculated with mangrove rhizosphere bacteria and halotolerant Azospirillum spp.,2000,Biology and Fertility of Soils,Springer,https://link.springer.com/article/10.1007/s003740000246,"https://scholar.google.com/scholar?cites=11693041445233628551&as_sdt=2005&sciodt=0,5&hl=en",54,2019-09-07 23:36:05,,,,,,,,,167,8.79,56,3,19
341,rest,1,LIU Yong-xin,Feasibility Study of Planting Halophytes in Salt-affected Soils [J],2011,Ningxia Journal of Agriculture and Forestry …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-NXNL201105029.htm,"https://scholar.google.com/scholar?cites=17605590132501677041&as_sdt=2005&sciodt=0,5&hl=en",54,2019-09-07 23:54:23,,,,,,,,,1,0.13,1,1,8
181,ag,43,"C Abdelly, Z Barhoumi, T Ghnaya, A Debez, ...",Potential utilisation of halophytes for the rehabilitation and valorisation of salt-affected areas in Tunisia,2006,Biosaline agriculture …,Springer,https://link.springer.com/chapter/10.1007/3-7643-7610-4_18,"https://scholar.google.com/scholar?cites=17555052181689491872&as_sdt=2005&sciodt=0,5&hl=en",55,2019-09-07 23:36:05,,,,,,,,,43,3.31,9,5,13
487,rest,2,"I Caçador, B Duarte",Eutrophication impacts on salt marshes natural metal remediation,2014,"Eutrophication: causes, consequences and control",Springer,https://link.springer.com/chapter/10.1007/978-94-007-7814-6_11,"https://scholar.google.com/scholar?cites=325868820589753565&as_sdt=2005&sciodt=0,5&hl=en",55,2019-09-07 23:54:23,,,,,,,,,2,0.4,1,2,5
562,ag,24,"TJ Flowers, A Muscolo",Introduction to the Special Issue: Halophytes in a changing world,2015,AoB plants,academic.oup.com,https://academic.oup.com/aobpla/article-abstract/doi/10.1093/aobpla/plv020/200235,"https://scholar.google.com/scholar?cites=422283469829967072&as_sdt=2005&sciodt=0,5&hl=en",56,2019-09-07 23:36:05,,,,,,,,,24,6,12,2,4
639,rest,4,"S Arora, GG Rao",Bio-amelioration of salt-affected soils through halophyte plant species,2017,Bioremediation of Salt Affected Soils: An Indian …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-48257-6_4,"https://scholar.google.com/scholar?cites=6825733354968734391&as_sdt=2005&sciodt=0,5&hl=en",56,2019-09-07 23:54:23,,,,,,,,,4,2,2,2,2
26,ag,50,"EP Glenn, LF Pitelka, MW Olsen",The use of halophytes to sequester carbon,1992,Natural Sinks of CO2,Springer,https://link.springer.com/chapter/10.1007/978-94-011-2793-6_14,"https://scholar.google.com/scholar?cites=17913520389890240534&as_sdt=2005&sciodt=0,5&hl=en",57,2019-09-07 23:36:05,,,,,,,,,50,1.85,17,3,27
586,rest,1,S Arora,Microbial approach for remediation and health management of salt affected soils,2016,Natural resource management in arid and semi‐arid …,researchgate.net,https://www.researchgate.net/profile/Sanjay_Arora8/publication/305299494_Microbial_Approach_for_Remediation_and_Health_Management_of_Salt_Affected_Soils/links/578730bb08aec5c2e4e2fe00.pdf,"https://scholar.google.com/scholar?cites=6674459735663307823&as_sdt=2005&sciodt=0,5&hl=en",57,2019-09-07 23:54:23,PDF,,,,,,,,1,0.33,1,1,3
77,ag,34,"V Cervinka, J Diener, J Erickson, C Finch, ...",Integrated system for agricultural drainage management on irrigated farmland,1999,,Westide Resource Conservation …,,"https://scholar.google.com/scholar?cites=6759021645935489359&as_sdt=2005&sciodt=0,5&hl=en",58,2019-09-07 23:36:05,CITATION,,,,,,,,34,1.7,7,5,20
342,rest,25,"DH Kim, JM Cho, K Baek",Pilot-scale ex situ electrokinetic restoration of saline greenhouse soil,2011,Journal of soils and sediments,Springer,https://link.springer.com/article/10.1007/s11368-011-0394-8,"https://scholar.google.com/scholar?cites=11708797898854708283&as_sdt=2005&sciodt=0,5&hl=en",58,2019-09-07 23:54:23,,,,,,,,,25,3.13,8,3,8
274,rest,51,"R Castro, S Pereira, A Lima, S Corticeiro, M Válega…","Accumulation, distribution and cellular partitioning of mercury in several halophytes of a contaminated salt marsh",2009,Chemosphere,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045653509007371,"https://scholar.google.com/scholar?cites=5297824858727282147&as_sdt=2005&sciodt=0,5&hl=en",59,2019-09-07 23:54:23,,,,,,,,,51,5.1,9,6,10
563,ag,79,"MJ Van Oosten, A Maggio",Functional biology of halophytes in the phytoremediation of heavy metal contaminated soils,2015,Environmental and experimental botany,Elsevier,https://www.sciencedirect.com/science/article/pii/S009884721400272X,"https://scholar.google.com/scholar?cites=11776368787987929304&as_sdt=2005&sciodt=0,5&hl=en",59,2019-09-07 23:36:05,,,,,,,,,79,19.75,40,2,4
107,ag,67,MA Khan,Halophyte seed germination: success and pitfalls,2002,… symposium on optimum resource utilization in …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/f9f9/bde2b775c545a35c6126173f312d1b067eb7.pdf,"https://scholar.google.com/scholar?cites=9459100659760354678&as_sdt=2005&sciodt=0,5&hl=en",60,2019-09-07 23:36:05,PDF,,,,,,,,67,3.94,67,1,17
